model,dataset,filenames,domain,predicted_class,true_class
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/66.wav,synthetic,Frying,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/663.wav,synthetic,Cat,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/664.wav,synthetic,Alarm_bell_ringing,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/665.wav,synthetic,Alarm_bell_ringing,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/669.wav,synthetic,Speech,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/67.wav,synthetic,Speech,Blender
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/670.wav,synthetic,Frying,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/677.wav,synthetic,Speech,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/678.wav,synthetic,Running_water,Running_water
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/679.wav,synthetic,Electric_shaver_toothbrush,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/680.wav,synthetic,Speech,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/682.wav,synthetic,Alarm_bell_ringing,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/683.wav,synthetic,Alarm_bell_ringing,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/686.wav,synthetic,Dog,Dog
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/688.wav,synthetic,Dishes,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/689.wav,synthetic,Vacuum_cleaner,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/69.wav,synthetic,Speech,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/691.wav,synthetic,Speech,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/694.wav,synthetic,Cat,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/695.wav,synthetic,Speech,Blender
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/696.wav,synthetic,Dog,Dog
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/697.wav,synthetic,Dog,Dog
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/7.wav,synthetic,Vacuum_cleaner,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/70.wav,synthetic,Vacuum_cleaner,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/700.wav,synthetic,Vacuum_cleaner,Vacuum_cleaner
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/702.wav,synthetic,Frying,Running_water
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/703.wav,synthetic,Speech,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/704.wav,synthetic,Alarm_bell_ringing,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/706.wav,synthetic,Vacuum_cleaner,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/707.wav,synthetic,Frying,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/708.wav,synthetic,Speech,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/71.wav,synthetic,Blender,Blender
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/710.wav,synthetic,Speech,Dog
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/713.wav,synthetic,Speech,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/714.wav,synthetic,Vacuum_cleaner,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/716.wav,synthetic,Frying,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/720.wav,synthetic,Running_water,Running_water
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/722.wav,synthetic,Speech,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/726.wav,synthetic,Speech,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/727.wav,synthetic,Speech,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/728.wav,synthetic,Speech,Dog
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/731.wav,synthetic,Speech,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/732.wav,synthetic,Speech,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/735.wav,synthetic,Frying,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/736.wav,synthetic,Speech,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/737.wav,synthetic,Speech,Blender
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/738.wav,synthetic,Blender,Blender
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/739.wav,synthetic,Speech,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/74.wav,synthetic,Speech,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/740.wav,synthetic,Cat,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/741.wav,synthetic,Blender,Blender
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/744.wav,synthetic,Speech,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/747.wav,synthetic,Speech,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/748.wav,synthetic,Cat,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/749.wav,synthetic,Vacuum_cleaner,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/75.wav,synthetic,Frying,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/751.wav,synthetic,Speech,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/752.wav,synthetic,Speech,Dog
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/753.wav,synthetic,Blender,Blender
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/754.wav,synthetic,Speech,Running_water
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/755.wav,synthetic,Frying,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/76.wav,synthetic,Speech,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/760.wav,synthetic,Blender,Blender
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/763.wav,synthetic,Speech,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/766.wav,synthetic,Running_water,Running_water
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/767.wav,synthetic,Frying,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/77.wav,synthetic,Electric_shaver_toothbrush,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/770.wav,synthetic,Frying,Frying
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/771.wav,synthetic,Speech,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/772.wav,synthetic,Speech,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/774.wav,synthetic,Alarm_bell_ringing,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/775.wav,synthetic,Speech,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/784.wav,synthetic,Electric_shaver_toothbrush,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/786.wav,synthetic,Vacuum_cleaner,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/787.wav,synthetic,Speech,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/790.wav,synthetic,Vacuum_cleaner,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/793.wav,synthetic,Cat,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/794.wav,synthetic,Speech,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/795.wav,synthetic,Frying,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/8.wav,synthetic,Cat,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/802.wav,synthetic,Speech,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/804.wav,synthetic,Speech,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/808.wav,synthetic,Electric_shaver_toothbrush,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/809.wav,synthetic,Speech,Running_water
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/810.wav,synthetic,Speech,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/811.wav,synthetic,Speech,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/814.wav,synthetic,Frying,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/815.wav,synthetic,Frying,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/819.wav,synthetic,Speech,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/82.wav,synthetic,Cat,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/821.wav,synthetic,Speech,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/822.wav,synthetic,Speech,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/823.wav,synthetic,Speech,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/824.wav,synthetic,Cat,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/825.wav,synthetic,Vacuum_cleaner,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/826.wav,synthetic,Speech,Blender
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/828.wav,synthetic,Speech,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/829.wav,synthetic,Frying,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/83.wav,synthetic,Speech,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/832.wav,synthetic,Speech,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/834.wav,synthetic,Frying,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/836.wav,synthetic,Speech,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/837.wav,synthetic,Blender,Blender
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/839.wav,synthetic,Speech,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/848.wav,synthetic,Speech,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/849.wav,synthetic,Cat,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/850.wav,synthetic,Speech,Running_water
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/851.wav,synthetic,Electric_shaver_toothbrush,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/852.wav,synthetic,Speech,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/853.wav,synthetic,Speech,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/856.wav,synthetic,Speech,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/859.wav,synthetic,Vacuum_cleaner,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/86.wav,synthetic,Vacuum_cleaner,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/860.wav,synthetic,Frying,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/861.wav,synthetic,Vacuum_cleaner,Vacuum_cleaner
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/863.wav,synthetic,Speech,Dog
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/864.wav,synthetic,Speech,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/867.wav,synthetic,Speech,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/869.wav,synthetic,Frying,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/87.wav,synthetic,Speech,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/870.wav,synthetic,Speech,Speech
